cbo,rfc,lcom,loc,cam,amc,max_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
4,22,0,169,0.625,19.875,7,False,False,0.12764026685470253,False,0.2,True,0.5056746543184615,AdaBoost,AdaBoost,True,0.4993088658632618
1,23,39,136,0.348484848,10.81818182,1,False,False,0.11282756825171796,False,0.2,False,0.2291178187527896,AdaBoost,AdaBoost,False,0.22769057432024048
10,29,43,91,0.2,7.9,3,False,False,0.14208026946344826,False,0.5,False,0.2805016241623179,AdaBoost,AdaBoost,False,0.2808817606241919
1,2,0,4,1.0,3.0,0,False,False,0.038930804895139434,False,0.0,False,0.026543933603038625,AdaBoost,AdaBoost,False,0.026453460437493328
12,22,3,72,1.0,22.66666667,1,False,False,0.06602916170951635,False,0.2,False,0.1804494294433993,AdaBoost,AdaBoost,False,0.17943941092306595
32,36,36,281,0.25,29.55555556,11,False,False,0.407281512502762,False,0.3,False,0.3317372032774872,AdaBoost,AdaBoost,False,0.3322500309523674
24,8,3,43,0.7142857140000001,4.714285714,1,False,False,0.051545463065626164,False,0.0,False,0.13859332484885212,AdaBoost,AdaBoost,False,0.13656957718359336
4,19,30,130,0.666666667,13.33333333,4,False,False,0.09527142182772314,False,0.4,False,0.22060174793392026,AdaBoost,AdaBoost,False,0.22078772212151399
61,144,1603,2303,0.213709677,35.01587302,35,True,True,0.9976003803987976,True,1.0,True,0.9681310566982592,AdaBoost,AdaBoost,True,0.9719950954912051
20,13,7,56,0.433333333,8.0,1,False,False,0.07557555967848949,False,0.0,False,0.1082636593226366,AdaBoost,AdaBoost,False,0.10704383286964829
6,2,1,2,0.666666667,0.0,1,False,False,0.05064113725286285,False,0.0,False,0.08147170870538034,AdaBoost,AdaBoost,False,0.08049003244344966
5,47,159,365,0.3619047620000001,14.81818182,9,False,False,0.36093152092981856,False,0.2,False,0.18912022950427326,AdaBoost,AdaBoost,False,0.20295048372758362
9,34,118,137,0.270588235,6.470588235,2,True,False,0.4769396093044362,True,0.7,False,0.4862979710052346,RandomForest,AdaBoost,False,0.48795035609209564
15,99,18,804,0.27777777800000003,65.08333333,18,True,True,0.9853745486444518,True,0.7,True,0.59531450987816,AdaBoost,AdaBoost,True,0.630690255479401
3,30,27,245,0.283333333,22.8,2,False,False,0.15251014664566084,False,0.0,False,0.15387678624714154,AdaBoost,AdaBoost,False,0.15260410660911297
9,20,1,128,0.625,63.0,9,True,False,0.12401720366927388,False,0.2,False,0.26057197689740275,AdaBoost,AdaBoost,False,0.25868023502883375
25,120,451,920,0.146825397,19.86046512,15,True,True,0.9880391981639658,True,1.0,True,0.8230126047596822,AdaBoost,AdaBoost,True,0.8445775708636757
37,44,183,271,0.198863636,11.22727273,3,False,False,0.21446168207330404,False,0.1,False,0.27640296700395856,AdaBoost,AdaBoost,False,0.2743266514770279
15,67,295,586,0.17320261399999998,15.91176471,5,True,True,0.8960345635976145,False,0.4,False,0.4136659145716857,Voting,AdaBoost,False,0.45029667620272346
3,4,1,19,1.0,8.0,1,False,False,0.043306317082739486,False,0.3,False,0.44022855067242295,AdaBoost,AdaBoost,False,0.4350229773173348
3,6,3,16,0.333333333,4.333333333,1,False,False,0.07455095302319015,False,0.0,False,0.07662947155022311,AdaBoost,AdaBoost,False,0.07598139286139681
3,16,2,76,0.5,17.5,3,False,False,0.42925130687431495,False,0.1,False,0.33926940825891544,AdaBoost,AdaBoost,False,0.3382322545984683
8,26,0,76,0.287878788,5.818181817999999,1,False,False,0.1190511965516225,True,0.6,True,0.7081560739091078,Voting,AdaBoost,True,0.7012477943949487
7,20,4,187,0.5,45.0,9,True,False,0.1572360955794567,False,0.5,False,0.42278624413021065,AdaBoost,AdaBoost,False,0.42070261280245075
51,169,1200,1842,0.15584415599999998,31.60714286,14,True,True,0.995975544033212,True,0.9,True,0.7436859102941813,AdaBoost,AdaBoost,True,0.7709725494085393
8,16,0,105,0.583333333,19.4,9,False,False,0.1327867891056295,False,0.2,False,0.3226548584531945,AdaBoost,AdaBoost,False,0.3197101554254837
3,41,10,241,0.36,47.2,7,False,True,0.5515404292654428,False,0.5,True,0.558929362324556,RandomForest,AdaBoost,True,0.5583717710881679
3,26,0,218,0.476190476,29.57142857,5,False,False,0.14180182236986455,False,0.1,False,0.3347100249272816,AdaBoost,AdaBoost,False,0.3308176300142014
6,35,130,207,0.352941176,10.76470588,3,True,False,0.15307171115349086,False,0.2,False,0.3838555455084714,AdaBoost,AdaBoost,False,0.3799918617583512
6,33,0,157,0.533333333,37.5,2,False,False,0.12976722905292326,False,0.2,False,0.3061425325368058,AdaBoost,AdaBoost,False,0.30347086250088223
6,26,0,141,0.466666667,26.8,1,False,False,0.11376651841590485,False,0.0,False,0.09183824054296044,AdaBoost,AdaBoost,False,0.09131122301165753
11,54,10,345,0.314814815,36.55555556,1,True,True,0.5847053513860107,False,0.5,True,0.5876999974904706,AdaBoost,AdaBoost,True,0.583107594049163
1,10,0,67,0.666666667,20.33333333,1,False,False,0.06684504255907796,False,0.0,False,0.010645933672805709,AdaBoost,AdaBoost,False,0.011133483385975725
3,10,0,52,0.375,7.333333333,2,False,False,0.08505604590281528,False,0.0,False,0.15279540940246014,AdaBoost,AdaBoost,False,0.1508529176742228
7,15,0,77,0.4375,18.0,5,False,False,0.44173693160393396,False,0.5,False,0.443892992859779,AdaBoost,AdaBoost,False,0.444329900267308
2,6,0,19,0.625,3.5,1,False,False,0.06002097160438208,False,0.0,False,0.011257622960381486,AdaBoost,AdaBoost,False,0.011664138811871214
4,32,34,145,0.481481481,14.88888889,1,False,False,0.12354561880680427,False,0.1,False,0.2996315337603159,AdaBoost,AdaBoost,False,0.295833335521932
11,31,0,329,0.25,39.25,19,False,True,0.5617825401075911,False,0.2,False,0.36056091502403975,AdaBoost,AdaBoost,False,0.36937478696262194
14,83,47,566,0.244897959,36.2,4,False,True,0.5892569088344176,True,0.9,False,0.41599605571813386,AdaBoost,AdaBoost,False,0.45495935149001654
3,1,0,1,1.0,0.0,1,False,False,0.04011107864109281,False,0.0,False,0.044295924672601315,AdaBoost,AdaBoost,False,0.04384353746161453
8,67,90,878,0.29375,50.17647059,11,False,True,0.9516874808934382,True,0.9,True,0.7151159214570533,AdaBoost,AdaBoost,True,0.7443177707479905
7,50,270,250,0.162037037,9.375,5,False,False,0.31182188602235544,False,0.0,False,0.14990129348417808,AdaBoost,AdaBoost,False,0.1503407796251367
8,20,0,106,0.625,24.75,5,False,False,0.10254949789723844,False,0.1,False,0.3178207337257454,AdaBoost,AdaBoost,False,0.3134175087027085
11,53,229,405,0.138047138,13.74074074,6,True,False,0.4074016717888392,False,0.2,False,0.3156374527548176,AdaBoost,AdaBoost,False,0.3175182718624757
8,32,15,166,0.3,15.3,3,False,False,0.4819978605916657,False,0.5,False,0.4546996339403185,AdaBoost,AdaBoost,False,0.45541986159820447
4,1,0,1,1.0,0.0,1,False,False,0.039817282471845405,False,0.0,False,0.010219606263223891,AdaBoost,AdaBoost,False,0.010457244088173863
15,36,3,249,0.266666667,23.5,7,False,False,0.22408713830869234,False,0.1,False,0.15245413727271442,AdaBoost,AdaBoost,False,0.1527754758036822
12,41,19,240,0.290909091,20.27272727,4,False,True,0.5280700928803884,False,0.4,False,0.3594139170560209,AdaBoost,AdaBoost,False,0.3616728109324846
3,22,44,156,0.261904762,11.41666667,4,False,False,0.12756755235634884,False,0.1,False,0.2238136604641647,AdaBoost,AdaBoost,False,0.2216030499520961
14,58,0,303,0.226190476,24.0,3,True,False,0.3002690492902998,False,0.3,False,0.4059676424222961,AdaBoost,AdaBoost,False,0.40381464821451113
3,8,1,33,1.0,15.5,1,False,False,0.04941060584561768,False,0.2,False,0.10276822997319274,AdaBoost,AdaBoost,False,0.1030613653392537
10,77,41,725,0.25,46.8,2,True,True,0.9192384553594324,True,0.9,True,0.5927018089115009,AdaBoost,AdaBoost,True,0.6356358896762936
4,38,0,258,0.444444444,35.28571429,1,False,False,0.15904104921758874,False,0.3,False,0.22510996950861475,AdaBoost,AdaBoost,False,0.22505630943864646
6,4,6,4,0.5,0.0,1,False,False,0.05650661687177249,False,0.0,False,0.048705369936239695,AdaBoost,AdaBoost,False,0.0483467385902221
5,8,4,42,0.583333333,9.0,2,False,False,0.06548940530726892,False,0.3,False,0.2297323635475009,AdaBoost,AdaBoost,False,0.2285377920189454
9,55,162,361,0.19375,15.95238095,6,False,True,0.6889893581372686,False,0.5,False,0.4912551579680503,AdaBoost,AdaBoost,False,0.5083123937149737
3,12,0,55,0.625,12.25,4,False,False,0.08021123169263983,False,0.0,False,0.26050048122121483,AdaBoost,AdaBoost,False,0.25609795215121967
9,21,145,143,0.230263158,5.684210526,1,True,False,0.10169617028061384,False,0.1,False,0.33262836571792564,AdaBoost,AdaBoost,False,0.32791431745620464
11,75,44,455,0.236111111,36.08333333,4,False,True,0.8438295692045569,True,0.9,False,0.4776789281465994,AdaBoost,AdaBoost,False,0.5297413890012211
9,6,15,10,0.7222222220000001,0.0,1,False,False,0.051129655304867336,False,0.0,False,0.016277743012393747,AdaBoost,AdaBoost,False,0.016518710813111615
7,14,3,52,0.5555555560000001,16.33333333,3,False,False,0.08152693615623922,False,0.0,False,0.09191694213882017,AdaBoost,AdaBoost,False,0.09095911655890382
5,27,0,115,0.476190476,15.14285714,4,False,False,0.4592157000386909,False,0.2,False,0.4166536480070117,AdaBoost,AdaBoost,False,0.41514632322602024
8,38,83,220,0.297619048,14.5,4,True,False,0.17440585953724785,True,0.6,False,0.27713562882308196,RandomForest,AdaBoost,False,0.278942090550903
11,39,7,605,0.25974026,51.0,15,False,True,0.5742368713975471,True,0.8,False,0.4822540336623888,AdaBoost,AdaBoost,False,0.5060044889176598
2,81,100,654,0.274509804,37.17647059,7,False,True,0.9476287030521744,True,0.6,True,0.592422764931281,AdaBoost,AdaBoost,True,0.6226540488944848
17,14,0,103,0.666666667,50.0,1,False,False,0.06523659531150502,False,0.0,False,0.18416598742791307,AdaBoost,AdaBoost,False,0.1811489811205563
25,44,45,311,0.216666667,19.33333333,6,False,False,0.2522639022352837,True,0.8,False,0.499381237263457,AdaBoost,AdaBoost,False,0.49377232319738584
184,66,346,375,0.19157088100000005,11.72413793,5,False,False,0.4457507186138519,False,0.2,False,0.2952149754072428,AdaBoost,AdaBoost,False,0.3030642827990297
10,92,39,710,0.148484848,19.64705882,5,True,True,0.9650170268839904,True,0.9,True,0.6982908755605693,AdaBoost,AdaBoost,True,0.7308750458115844
2,13,6,45,0.625,10.25,2,False,False,0.07395187867161508,False,0.0,False,0.04341681527189919,AdaBoost,AdaBoost,False,0.04336100078558157
15,23,5,148,0.523809524,19.71428571,3,False,False,0.10429234768361606,False,0.1,False,0.2643789189440365,AdaBoost,AdaBoost,False,0.2610825175662532
8,84,103,1034,0.26984127,52.05263158,1,False,True,0.9533910560423696,True,0.7,True,0.8490786844197916,AdaBoost,AdaBoost,True,0.850327857610607
1,2,0,5,1.0,4.0,0,False,False,0.039580860643004964,False,0.0,False,0.033623937328541624,AdaBoost,AdaBoost,False,0.03338274782752659
10,23,0,197,0.35,22.875,6,False,False,0.1470924425584675,False,0.5,False,0.22130478999472308,AdaBoost,AdaBoost,False,0.22302597114248368
7,34,75,286,0.208333333,17.4,5,False,False,0.19066211670242786,False,0.0,False,0.14188983525836862,AdaBoost,AdaBoost,False,0.1411365153993242
8,22,15,163,0.305555556,25.83333333,4,False,False,0.4630363292267234,False,0.4,False,0.38088670224738336,AdaBoost,AdaBoost,False,0.3819809703822219
3,18,4,111,0.75,26.25,2,False,False,0.08088611029100867,False,0.0,False,0.13385722714723666,AdaBoost,AdaBoost,False,0.13203891857170905
16,7,21,7,1.0,0.0,1,True,False,0.042665180539494085,False,0.0,False,0.012542396396180641,AdaBoost,AdaBoost,False,0.012764643657636207
2,8,1,48,0.5,23.0,1,False,False,0.06944048097997156,False,0.2,False,0.08650040736123073,AdaBoost,AdaBoost,False,0.08734866488264993
1,0,0,48,0.0,0.0,0,False,False,0.06980737401657226,False,0.1,False,0.12376945913684367,AdaBoost,AdaBoost,False,0.12294798602539446
7,43,222,309,0.375,11.16666667,8,False,False,0.2871559252579234,False,0.0,False,0.025906587963310745,AdaBoost,AdaBoost,False,0.028592837626149954
1,4,1,14,0.666666667,3.333333333,1,False,False,0.053625437741574335,False,0.0,False,0.0552771124379703,AdaBoost,AdaBoost,False,0.05475253213929066
3,7,0,161,0.75,38.5,1,False,False,0.05989332528141739,False,0.0,False,0.0866857025985231,AdaBoost,AdaBoost,False,0.08559222602286198
1,7,0,40,1.0,37.0,0,False,False,0.04574065490725435,False,0.2,False,0.038129359627077634,AdaBoost,AdaBoost,False,0.03969656208021929
8,10,0,125,0.5,29.5,2,False,False,0.0774433591853261,False,0.1,False,0.1493897953946853,AdaBoost,AdaBoost,False,0.14813250245790494
7,49,7,488,0.25,33.21428571,12,True,True,0.8961459132077495,True,0.7,False,0.4829087170397573,AdaBoost,AdaBoost,False,0.5285803108165756
3,18,0,204,0.666666667,65.66666667,2,False,False,0.0862989841924236,False,0.1,False,0.13875191427198472,AdaBoost,AdaBoost,False,0.13781015490339568
15,7,4,22,0.5,4.25,1,False,False,0.05889713778807881,False,0.0,False,0.015011303449799434,AdaBoost,AdaBoost,False,0.015364958024237763
9,24,8,143,0.428571429,16.25,4,False,False,0.12083259516733964,False,0.2,False,0.3888982269905446,AdaBoost,AdaBoost,False,0.38416902455619045
4,19,10,159,0.27777777800000003,16.0,3,False,False,0.11740367120426022,False,0.3,False,0.41650722931351775,AdaBoost,AdaBoost,False,0.41209349156883457
4,9,3,27,0.5555555560000001,8.0,3,False,False,0.07161561563963728,False,0.1,False,0.02494283903723644,AdaBoost,AdaBoost,False,0.02615231512196816
13,80,59,678,0.477272727,28.95454545,8,False,True,0.9412560611861086,True,0.9,True,0.7446990024886792,AdaBoost,AdaBoost,True,0.7690467047747482
8,38,45,202,0.28571428600000004,17.0,6,False,True,0.5303992433212251,True,0.7,False,0.4750983030094952,AdaBoost,AdaBoost,False,0.4777762537890919
4,13,0,87,0.75,20.5,1,False,False,0.06679030101394089,False,0.0,False,0.13401864009450387,AdaBoost,AdaBoost,False,0.132039312026613
2,42,0,234,0.444444444,18.16666667,4,False,False,0.1851288412549888,False,0.3,False,0.229361938382878,AdaBoost,AdaBoost,False,0.22951369676146124
2,7,4,39,0.7,6.2,1,False,False,0.057468159823104964,False,0.1,False,0.040414944777230406,AdaBoost,AdaBoost,False,0.04115131391508345
10,52,60,213,0.27777777800000003,16.66666667,4,False,True,0.5662324436090329,True,0.8,True,0.6294651132486867,AdaBoost,AdaBoost,True,0.6303188819310118
31,5,10,5,0.533333333,0.0,1,False,False,0.04805458463305552,False,0.0,False,0.005747522285568727,AdaBoost,AdaBoost,False,0.006168325932824308
23,69,81,517,0.183333333,25.57894737,6,False,True,0.8691378577169729,True,0.9,True,0.5603278624753475,AdaBoost,AdaBoost,True,0.6034046085052985
1,15,6,49,1.0,11.0,1,False,False,0.061125228310790085,False,0.0,False,0.06804097963501568,AdaBoost,AdaBoost,False,0.06734063163778106
1,3,0,6,1.0,5.0,0,False,False,0.04072659447735511,False,0.0,False,0.0279283263817386,AdaBoost,AdaBoost,False,0.027815840127024594
17,48,41,384,0.261904762,25.92857143,26,True,True,0.6170535714598772,True,0.6,True,0.5581617180730439,AdaBoost,AdaBoost,True,0.5652201065220361
2,4,1,20,0.75,9.0,3,False,False,0.05674589574424355,False,0.0,False,0.08089650413989292,AdaBoost,AdaBoost,False,0.07988559342818267
2,13,1,76,0.5,18.66666667,4,False,False,0.09106162394027853,False,0.1,False,0.116769190499518,AdaBoost,AdaBoost,False,0.1163279840431118
9,39,1,260,0.28571428600000004,35.57142857,1,True,True,0.5130652693940904,False,0.1,False,0.4130354410552437,Voting,AdaBoost,False,0.41128875656107294
12,26,9,106,0.428571429,13.0,3,False,False,0.11547337533743746,False,0.1,False,0.3167138537439532,AdaBoost,AdaBoost,False,0.31247777038060914
1,1,0,2,1.0,0.0,1,False,False,0.04073415569263307,False,0.0,False,0.011845542110197742,AdaBoost,AdaBoost,False,0.012060358865452075
9,33,0,205,0.4166666670000001,32.33333333,1,False,False,0.13927057309498245,False,0.3,False,0.3062575955355295,AdaBoost,AdaBoost,False,0.30433167935377387
17,15,13,97,0.22077922100000005,7.272727272999999,1,False,False,0.08919960170403222,False,0.2,False,0.2510485568176387,AdaBoost,AdaBoost,False,0.24877004662678578
3,13,1,48,0.75,23.0,5,False,False,0.08020292115648732,False,0.1,False,0.2358296357144039,AdaBoost,AdaBoost,False,0.2328445283069098
45,68,244,397,0.211180124,15.375,6,True,True,0.5186517671041769,False,0.4,False,0.4110537342793455,Voting,AdaBoost,False,0.41953825463709543
13,59,248,290,0.173333333,10.36,6,False,False,0.29267800519141995,False,0.1,False,0.4480623588737507,AdaBoost,AdaBoost,False,0.44312192093067326
5,12,3,40,0.666666667,12.33333333,1,False,False,0.054344774180173916,False,0.1,False,0.2056948657896516,AdaBoost,AdaBoost,False,0.2029294576221509
5,57,34,566,0.303571429,60.88888889,2,True,True,0.7247281768234811,True,0.8,True,0.7181338290504848,AdaBoost,AdaBoost,True,0.722572086481399
4,6,0,30,0.666666667,8.666666667000001,2,False,False,0.04709044787629296,False,0.0,False,0.3628722528519523,AdaBoost,AdaBoost,False,0.35585375637648853
31,210,844,2937,0.127314815,58.40816327,13,True,True,0.6661204284634463,True,0.7,True,0.9095686320041172,AdaBoost,AdaBoost,True,0.8788974483688273
8,21,15,83,0.4166666670000001,12.83333333,3,True,False,0.09372902540872052,False,0.1,False,0.4086984210691096,AdaBoost,AdaBoost,False,0.4021650009639912
11,28,0,122,0.28571428600000004,16.14285714,1,False,False,0.11338924817829445,False,0.1,False,0.1799127956114326,AdaBoost,AdaBoost,False,0.1784038278673401
4,9,3,27,0.5555555560000001,8.0,3,False,False,0.05971043064222788,False,0.0,False,0.030037615482995137,AdaBoost,AdaBoost,False,0.030134526192568182
2,1,0,2064,0.0,2052.0,0,False,False,0.3333333333245339,False,0.3,False,0.3416082802834189,AdaBoost,AdaBoost,False,0.3389329400935793
5,22,6,185,0.625,21.125,4,True,False,0.42844266837761946,True,0.6,False,0.4619560683719752,RandomForest,AdaBoost,False,0.46275993470886184
6,34,39,195,0.3,16.18181818,5,True,False,0.4866750843255638,False,0.3,False,0.2593894850107564,AdaBoost,AdaBoost,False,0.262506271436213
6,26,22,95,0.40625,10.75,2,False,False,0.1000553916936638,False,0.1,False,0.3354371920285895,AdaBoost,AdaBoost,False,0.3305130652388457
8,34,26,341,0.3125,26.91666667,1,False,False,0.1421565765660616,False,0.4,False,0.3031469751259701,AdaBoost,AdaBoost,False,0.29401204650221036
5,16,0,86,0.642857143,11.0,1,False,False,0.061378581861861674,False,0.2,False,0.15127044614354332,AdaBoost,AdaBoost,False,0.15060609435073877
3,15,1,58,0.666666667,28.0,1,False,False,0.07044369597420239,False,0.0,False,0.10029502314501376,AdaBoost,AdaBoost,False,0.09905267551346196
26,1,0,1,1.0,0.0,1,False,False,0.021574187893900854,False,0.0,False,0.04605817820558525,AdaBoost,AdaBoost,False,0.045356782697971935
30,96,87,905,0.192307692,63.5,10,True,True,0.9807257064591636,True,1.0,True,0.7384491757866452,AdaBoost,AdaBoost,True,0.7714817789790641
14,47,124,575,0.325396825,26.04761905,10,False,False,0.4417173570010042,False,0.5,False,0.470541531493227,AdaBoost,AdaBoost,False,0.46947973956239236
6,12,2,48,0.466666667,8.2,1,False,False,0.06176858656387731,False,0.1,False,0.1675933166702766,AdaBoost,AdaBoost,False,0.1657150722312558
8,37,60,331,0.4166666670000001,24.07692308,4,False,False,0.15261062590236793,False,0.2,False,0.1986306778424569,AdaBoost,AdaBoost,False,0.1947733496542648
5,25,15,94,0.833333333,14.66666667,3,False,False,0.07727474896970933,False,0.2,False,0.021125933080099014,AdaBoost,AdaBoost,False,0.023376973266314733
4,0,0,0,0.0,0.0,0,False,False,0.0589204389505239,False,0.0,False,0.023982555687973545,AdaBoost,AdaBoost,False,0.024196529152738896
4,34,11,236,0.666666667,37.83333333,6,True,False,0.15185457798832744,False,0.3,False,0.3100226778139433,AdaBoost,AdaBoost,False,0.30801368954913744
6,17,6,94,0.6,17.4,3,False,False,0.07758449173101485,False,0.1,False,0.1991697038951876,AdaBoost,AdaBoost,False,0.19682305074431544
14,85,180,741,0.326086957,29.54166667,7,True,True,0.6107223838096097,False,0.4,False,0.4919344861843382,Voting,AdaBoost,False,0.4977054961057942
12,38,3,182,0.833333333,59.33333333,12,False,False,0.2268292025252795,True,0.8,False,0.3903288290423749,AdaBoost,AdaBoost,False,0.39193661038187655
21,94,461,559,0.153846154,13.07692308,7,False,True,0.6155676160944822,False,0.2,True,0.5292584764575267,RandomForest,AdaBoost,True,0.5210244790564373
4,20,0,162,0.75,38.75,1,False,False,0.08304941070800817,False,0.1,False,0.1467436194886534,AdaBoost,AdaBoost,False,0.14555997386692324
7,42,148,263,0.3875,11.6,6,False,False,0.16590548437107225,False,0.0,False,0.009633842419574094,AdaBoost,AdaBoost,False,0.011447371166991438
1,2,0,4,1.0,3.0,0,False,False,0.02565727876804165,False,0.0,False,0.05052066506094674,AdaBoost,AdaBoost,False,0.04977551688344026
63,15,14,103,0.5555555560000001,10.22222222,1,False,False,0.04429801871909428,False,0.1,False,0.08027187202929134,AdaBoost,AdaBoost,False,0.08000799639098882
6,29,0,212,0.3,19.7,5,False,False,0.14533385209746602,False,0.0,False,0.08385420869335182,AdaBoost,AdaBoost,False,0.08386536177584877
